Культура;Id;Название;Год;Регионы;Категория;Направление использования;Период использования;Срок созревания (гр. спелости);Тип растения;Условия выращивания;Форма;Номер патента
Лук репчатый;7852973;СПЕКТРА;2024;8;гибрид первого поколения;-;-;среднепоздний;полуострый;товарное производство;округлая;
Кукуруза;7754168;СПЕКТРАЛ;2024;5, 6, 8;трехлинейный гибрид;универсальные(ый);-;средний (среднеспелый);-;-;-;
Орех грецкий;9609715;СПЕКТРУМ;2003;*;-;-;-;-;-;-;-;
Тыква мускатная;7652708;СПЕЛЛКАСТ;2024;6;гибрид первого поколения;столовый;-;средний (среднеспелый);-;товарное производство;-;
Примула грунтовая;8953224;СПЕССАРТИН;2011;*;-;-;-;-;-;-;-;
Томат;8457557;СПЕЦНАЗ;2017;*;-;салатный;-;средний (среднеспелый);индетерминантное;садово-огородный;плоскоокруглая;8604
Индау;8653529;СПИДИ;2013;*;-;салатный;-;среднепоздний;-;садово-огородный;-;
Фасоль овощная;9052784;СПИДИ;2011;*;-;-;-;ранний (раннеспелый);-;садово-огородный;-;
Морковь;8261030;СПИДО;2020;4;гибрид первого поколения;-;-;среднеранний;-;товарное производство;удлиненно-конусовидная;
Капуста белокочанная;9553488;СПИДОН;2007;3, 5, 6, 8;гибрид первого поколения;-;-;очень ранний;-;товарное производство;-;
Тритикале озимая;8261995;СПИКА;2021;7;-;универсальные(ый);-;-;-;-;-;11591
Чеснок озимый;8853701;СПИКА;2012;*;-;-;-;-;острый;садово-огородный;-;
Клоновые подвои косточковых культур;9908482;СПИКЕР;2002;*;-;подвои для абрикоса, персика, сливы;-;-;-;-;-;
Пшеница мягкая яровая;7953320;СПИКЕР;2023;10;-;ценная(ый) по качеству;-;среднеранний;-;-;-;13021
Огурец;8654157;СПИНО;2015;*;гибрид первого поколения;салатный;-;ранний (раннеспелый);партенокарпическое;сад.-огород. для з/грунта;-;
Аралия маньчжурская;9359714;СПИНОЗА;2009;*;-;-;-;-;-;-;-;
Шампиньон двуспоровый;7954702;СПИРА РЕСИНГ;2022;*;-;-;-;-;-;-;-;
Капуста брокколи;8354986;СПИРИДОН;2018;*;гибрид первого поколения;-;-;средний (среднеспелый);-;садово-огородный;-;
Картофель;9811154;СПИРИДОН;2007;9;-;столовый;-;средний (среднеспелый);"устойчив к раку, патотип I; восприимчив к золотистой картофельной нематоде (R01)";-;-;
Томат;9610494;СПИРИДОН;2007;10;-;салатный;-;ранний (раннеспелый);детерминантное;садово-огородный;плоскоокруглая;
Кукуруза сахарная;9907580;СПИРИТ;2002;*;простой гибрид;пищевое;-;ранний (раннеспелый);-;садово-огородный;-;
Лук репчатый;8952450;СПИРИТ;1998;3, 4, 6, 7, 9, 11;гибрид первого поколения;-;-;ранний (раннеспелый);полуострый;товарное производство;плоскоокруглая;
Подсолнечник;8905479;СПК;1993;6;-;-;-;среднеранний;крупноплодный;-;-;
Подсолнечник;8057564;СПК ПЛЮС;2022;5, 6, 7, 8;-;-;-;средний (среднеспелый);крупноплодный;-;-;12174
Пшеница мягкая озимая;9809880;СПЛАВ;2002;2;-;-;-;средний (среднеспелый);-;-;-;
Кукуруза;9253676;СПЛАВ МС 290;2012;5;простой гибрид;силосный;-;среднеранний;-;-;-;
Кукуруза;9811852;СПЛЕНДИС;2004;5, 7, 8;трехлинейный гибрид;зерновой;-;среднеранний;-;-;-;
Томат;8058329;СПОК;2021;*;-;салатный;-;ранний (раннеспелый);индетерминантное;садово-огородный;яйцевидная;11535
Шпинат;9705567;СПОКЕЙН;2004;*;гибрид первого поколения;-;-;-;-;садово-огородный;-;
Малина;8607338;СПОЛОХ;1988;4, 9;-;-;-;среднеранний;-;-;-;
Дайкон;8457939;СПРИНГ ВАЙТ;2017;*;гибрид первого поколения;-;-;-;-;садово-огородный;цилиндрическая;
Кабачок;8757030;СПРИНГ ДЖАД;2015;6;гибрид первого поколения;-;-;ранний (раннеспелый);-;товарное производство;-;
Капуста пекинская;9553182;СПРИНКИН;2006;*;гибрид первого поколения;-;-;ранний (раннеспелый);-;садово-огородный;-;
Салат;7954350;СПРИНКИН;2023;*;-;-;-;-;кочанный;садово-огородный;-;13208
Дыня;8653577;СПРИНТ;2015;*;гибрид первого поколения;-;-;ранний (раннеспелый);среднеплетистое;садово-огородный;-;
Капуста белокочанная;9609674;СПРИНТ;2007;5;гибрид первого поколения;-;-;ранний (раннеспелый);-;товарное производство;-;
Картофель;9553018;СПРИНТ;2008;4, 7, 12;-;столовый;-;ранний (раннеспелый);устойчив к раку, патотип I и к золотистой картофельной нематоде (R01);-;-;
Лук шалот;9102140;СПРИНТ;1993;*;-;-;-;ранний (раннеспелый);острый;-;-;
Огурец;9253547;СПРИНТ;2008;*;гибрид первого поколения;консервный;-;ранний (раннеспелый);пчелоопыляемое;садово-огородный;-;
Подсолнечник;8756091;СПРИНТ;2015;5, 6, 7, 8, 9, 10;простой гибрид;-;-;очень ранний;-;-;-;7948
Чабер огородный;9811397;СПРИНТ;2002;*;-;-;-;-;-;садово-огородный;-;
Яблоня;8557034;СПРИНТ;2014;6;-;-;-;-;-;-;-;
Овес яровой;9601660;СПРИНТ 2;1999;4, 9;-;-;-;среднеранний;-;-;-;
Томат;9809660;СПРИНТ 2;2000;*;-;консервный;-;очень ранний;детерминантное;садово-огородный;плоскоокруглая;
Арбуз;8953826;СПРИНТЕР;2014;6, 8;гибрид первого поколения;столовый;-;ранний (раннеспелый);длинноплетистое;товарное производство;-;
Горох овощной;9705475;СПРИНТЕР;2005;5, 11;-;консервный;-;очень ранний;-;товарное производство;-;
Капуста белокочанная;9553467;СПРИНТЕР;2007;3;гибрид первого поколения;-;-;очень ранний;-;товарное производство;-;
Картофель;7954441;СПРИНТЕР;2023;3, 4, 5, 6;-;столовый;-;ранний (раннеспелый);устойчив к раку, патотип I и к золотистой картофельной нематоде (R01);-;-;12806
Огурец;8456844;СПРИНТЕР;2017;*;гибрид первого поколения;салатный;-;ранний (раннеспелый);партенокарпическое;сад.-огород. для з/грунта;-;
Перец сладкий;8756664;СПРИНТЕР;2015;6;-;-;-;средний (среднеспелый);-;товарное производство;плоскоокруглая;
Редис;9358963;СПРИНТЕР;2008;*;-;-;-;ранний (раннеспелый);-;садово-огородный;округлая;
Ячмень озимый;9051816;СПРИНТЕР;2012;6;-;-;-;ранний (раннеспелый);многорядный;-;-;6238
Лук шалот;9154038;СПРУТ;2009;*;-;-;-;средний (среднеспелый);полуострый;садово-огородный;-;
Томат;9464162;СПРУТ;2007;*;гибрид первого поколения;салатный;-;средний (среднеспелый);индетерминантное;садово-огородный;округлая;3463
Томат;8355304;СПРУТ ЗОЛОТОЙ;2018;*;гибрид первого поколения;салатный;-;ранний (раннеспелый);индетерминантное;садово-огородный;эллиптическая;
Перец сладкий;8557979;СПРУТ НОВОГОДНИЙ;2015;*;гибрид первого поколения;-;-;поздний ( позднеспелый);-;садово-огородный;сердцевидная;
Томат;8260795;СПРУТ СЛИВКА;2019;*;-;салатный;-;ранний (раннеспелый);индетерминантное;садово-огородный;цилиндрическая;
Томат;8755534;СПРУТ ЧЕРРИ;2012;*;гибрид первого поколения;цельноплодное консервирование;-;ранний (раннеспелый);индетерминантное;садово-огородный;округлая;
Клевер луговой;8954072;СПУРТ;2014;3, 12;-;-;-;-;-;двуукосный;-;
Горох зимующий;7201680;СПУТНИК;1977;6;-;кормовой;-;-;-;-;-;
Кукуруза;8356341;СПУТНИК;2020;8;простой гибрид;зерновой;-;средний (среднеспелый);-;-;-;
Лук репчатый;9803297;СПУТНИК;2001;3, 9;-;-;-;средний (среднеспелый);полуострый;товарное производство;плоская;
Огурец;9155068;СПУТНИК;2010;;гибрид первого поколения;-;-;-;партенокарпическое;сад.-огород. для з/грунта;-;
Просо посевное;9360050;СПУТНИК;2009;3, 4, 5, 7, 9, 11;-;ценная(ый) по качеству;-;среднеранний;-;-;-;5223
Роза;7754358;СПУТНИК;2023;*;-;-;-;-;-;-;-;12565
Томат;9553343;СПУТНИК;2006;;гибрид первого поколения;-;-;-;индетерминантное;сад.-огород. для з/грунта;округлая;
Шпинат;8058249;СПУТНИК;2020;*;гибрид первого поколения;-;-;-;-;садово-огородный;-;
