Культура;Id;Название;Год;Регионы;Категория;Направление использования;Период использования;Срок созревания (гр. спелости);Тип растения;Условия выращивания;Форма;Номер патента
Просо посевное;9501053;ОМСКОЕ 16;1997;9;-;ценная(ый) по качеству;-;среднепоздний;-;-;-;
Донник белый;9103007;ОМЬ;1995;*;-;-;-;-;-;двуукосный;-;
Донник белый;9602151;ОМЬ 2;1999;*;-;-;-;-;-;-;-;
Лук репчатый;8354916;ОН 10841;2018;*;гибрид первого поколения;-;-;поздний ( позднеспелый);полуострый;садово-огородный;широкояйцевидная;
Ирис;9810200;ОН ФАЙР;2001;*;-;-;-;-;-;-;-;
Лук репчатый;8057433;ОНАЙДА;2022;8;гибрид первого поколения;-;-;ранний (раннеспелый);полуострый;товарное производство;широкобратнояйцевидная;12698
Житняк гребневидный;9103023;ОНГУДАЙСКИЙ;1997;8, 10;-;-;-;-;-;-;-;
Томат;8154575;ОНДЕРО;2020;*;гибрид первого поколения;салатный;-;средний (среднеспелый);индетерминантное;сад.-огород. для з/грунта;плоскоокруглая;11652
Томат;9464241;ОНДРАШЕК;2008;5;-;салатный;-;средний (среднеспелый);детерминантное;садово-огородный;округлая;
Земляника;9701346;ОНЕГА;2009;2;-;-;-;средний (среднеспелый);-;-;-;
Ячмень озимый;8557168;ОНЕГА;2014;6;-;-;-;средний (среднеспелый);многорядный;-;-;
Овсяница луговая;8803803;ОНЕЖСКАЯ;1995;12;-;-;-;-;-;-;-;
Картофель;8953628;ОНЕЖСКИЙ;2014;1;-;столовый;-;среднеранний;устойчив к раку, патотип I и к золотистой картофельной нематоде (R01);-;-;
Огурец;9463721;ОНЕЖСКИЙ;2006;;гибрид первого поколения;-;-;-;партенокарпическое;сад.-огород. для з/грунта;-;
Баклажан;8354839;ОНИКС;2018;*;гибрид первого поколения;-;-;-;-;садово-огородный;-;
Клевер луговой;9809979;ОНИКС;2004;2, 3, 4, 10;-;-;-;-;-;одноукосный;-;2324
Огурец;8953817;ОНИКС;2013;*;гибрид первого поколения;универсальные(ый);-;ранний (раннеспелый);пчелоопыляемое;садово-огородный;-;
Патиссон;8653249;ОНИКС;2015;*;-;-;-;ранний (раннеспелый);-;садово-огородный;-;
Пшеница твердая озимая;8854449;ОНИКС;2015;6, 8;-;-;-;среднеранний;-;-;-;7672
Рапс озимый;9607730;ОНИКС;1999;6;-;-;-;-;00 типа (безэруковый, низкоглюкозинолатный);-;-;
Салат;9252362;ОНИКС;2008;*;-;-;-;-;листовой;садово-огородный;-;
Томат;9052977;ОНИКС;2010;*;гибрид первого поколения;салатный;-;ранний (раннеспелый);индетерминантное;сад.-огород. для з/грунта;яйцевидная;
Чеснок озимый;9359844;ОНИКС;2007;*;-;-;-;-;острый;садово-огородный;-;
Виноград;7606850;ОНИЦКАНСКИЙ БЕЛЫЙ;1997;6;-;технический;-;очень поздний;-;-;-;
Рожь яровая;3800091;ОНОХОЙСКАЯ;1943;11;-;-;-;среднеранний;-;-;-;
Люцерна изменчивая;4200136;ОНОХОЙСКАЯ 6;1946;11;-;-;-;-;-;-;-;
Капуста цветная;9551824;ОПААЛ;1996;*;-;-;-;-;-;защищенный грунт;-;
Базилик овощной;8457366;ОПАЛ;2015;*;-;-;-;-;-;садово-огородный;-;
Картофель;9358784;ОПАЛ;2013;3, 4, 5, 7, 8, 10, 11;-;-;-;среднеранний;устойчив к раку, патотип I и к золотистой картофельной нематоде (R01);-;-;5872
Салат;9811401;ОПАЛ;2002;*;-;-;-;-;кочанный;садово-огородный;-;
Хмель;7852976;ОПАЛ;2023;6;-;-;-;-;-;-;-;
Чеснок озимый;9359579;ОПАЛ;2007;*;-;-;-;-;острый;садово-огородный;-;
Томат;9359066;ОПЕР;2007;;гибрид первого поколения;-;-;-;детерминантное;сад.-огород. для з/грунта;плоскоокруглая;
Томат;9252489;ОПЕРА;2008;;гибрид первого поколения;-;-;-;индетерминантное;сад.-огород. для з/грунта;округлая;
Подсолнечник;9609899;ОПЕРА ПР;2008;5, 6;простой гибрид;-;-;среднеранний;высокомасличный;-;-;
Томат;8355128;ОПЕРИНО;2018;*;гибрид первого поколения;салатный;-;средний (среднеспелый);индетерминантное;сад.-огород. для з/грунта;грушевидная;10586
Кукуруза;8653550;ОПОКА;2016;5;трехлинейный гибрид;зерновой;-;среднеранний;-;-;-;
Овес яровой;8262168;ОПОЛЬНЫЙ;2020;2, 3;-;-;-;средний (среднеспелый);-;-;-;11205
Бобы овощные;9252096;ОПТИКА;2010;*;-;-;-;ранний (раннеспелый);-;садово-огородный;-;
Капуста пекинская;8154173;ОПТИМА;2021;*;гибрид первого поколения;-;-;средний (среднеспелый);-;садово-огородный;-;
Томат;8261936;ОПТИМА;2020;;гибрид первого поколения;салатный;-;среднеранний;индетерминантное;защищенный грунт;округлая;
Зверобой продырявленный;8953398;ОПТИМИСТ;2011;*;-;-;-;-;-;-;-;
Огурец;7954883;ОПТИМИСТ;2022;*;гибрид первого поколения;салатный;-;средний (среднеспелый);партенокарпическое;садово-огородный;-;
Томат;8457239;ОПТИМИСТ;2017;*;-;салатный;-;ранний (раннеспелый);детерминантное;сад.-огород. для з/грунта;плоскоокруглая;
Подсолнечник;8654398;ОПТИМУМ;2016;6, 7, 8;простой гибрид;-;-;среднеранний;-;-;-;
Горох посевной;8757054;ОПТИМУС;2015;2, 10;-;-;-;средний (среднеспелый);безлисточковый;-;-;7802
Перец сладкий;8153188;ОПТИМУС;2020;*;гибрид первого поколения;-;-;средний (среднеспелый);-;сад.-огород. для з/грунта;кубовидная;
Капуста кольраби;8654689;ОПУС;2015;*;гибрид первого поколения;-;-;ранний (раннеспелый);-;садово-огородный;-;
Соя;8854528;ОПУС;2014;5, 6, 12;-;-;-;ранний (раннеспелый);-;-;-;7458
Подсолнечник;9811451;ОР 206;2001;*;линия;-;-;-;-;-;-;
Капуста белокочанная;9463024;ОРАКУЛ;2010;6;гибрид первого поколения;-;-;ранний (раннеспелый);-;товарное производство;-;
Подсолнечник;8853858;ОРАКУЛ;2014;8;простой гибрид;-;-;ранний (раннеспелый);-;-;-;
Фасоль обыкновенная;9300570;ОРАН;1997;*;-;ценная(ый) по качеству;-;-;-;-;-;
Подсолнечник;8457284;ОРАНЖ;2018;5, 8, 9;простой гибрид;-;-;средний (среднеспелый);-;-;-;
Томат;9803300;ОРАНЖ;2000;*;-;салатный;-;среднеранний;детерминантное;садово-огородный;плоскоокруглая;
Тыква крупноплодная;7754979;ОРАНЖ;2024;12;-;столовый;-;средний (среднеспелый);длинноплетистое;садово-огородный;-;
Томат;8058030;ОРАНЖ БИФ;2021;*;гибрид первого поколения;салатный;-;ранний (раннеспелый);детерминантное;садово-огородный;округлая;
Арбуз;8457679;ОРАНЖ КИНГ;2017;*;гибрид первого поколения;столовый;-;среднеранний;длинноплетистое;садово-огородный;-;
Перец сладкий;9463269;ОРАНЖ КЛАССИК;2006;*;-;-;-;ранний (раннеспелый);-;садово-огородный;конусовидная;
Тагетес;8055203;ОРАНЖ ПРИНЦ;1987;*;-;-;-;-;-;-;-;
Тыква крупноплодная;8558333;ОРАНЖ САММЕР;2015;*;гибрид первого поколения;столовый;-;ранний (раннеспелый);-;садово-огородный;-;
Тыква крупноплодная;8755876;ОРАНЖ САН;2013;*;-;столовый;-;ранний (раннеспелый);-;садово-огородный;-;
Перец сладкий;7852359;ОРАНЖ СТАР;2022;*;гибрид первого поколения;-;-;ранний (раннеспелый);-;садово-огородный;удлиненно-конусовидная;
Перец сладкий;7953375;ОРАНЖ ТАРТА;2022;*;гибрид первого поколения;-;-;ранний (раннеспелый);-;сад.-огород. для з/грунта;конусовидная;
Томат;8457310;ОРАНЖЕВАЯ ГИРЛЯНДА;2017;*;гибрид первого поколения;салатный;-;ранний (раннеспелый);индетерминантное;сад.-огород. для з/грунта;округлая;
Морковь;8262202;ОРАНЖЕВАЯ ЗВЕЗДА;2020;3, 10;гибрид первого поколения;-;-;средний (среднеспелый);-;товарное производство;удлиненно-конусовидная;10924
Перец сладкий;8854078;ОРАНЖЕВАЯ КРАСАВИЦА;2012;*;гибрид первого поколения;-;-;средний (среднеспелый);-;садово-огородный;цилиндрическая;
Перец сладкий;8557595;ОРАНЖЕВАЯ ЛАКОМКА;2015;*;-;-;-;ранний (раннеспелый);-;садово-огородный;призмовидная;8154
Тыква крупноплодная;8953646;ОРАНЖЕВАЯ МЕДОВАЯ;2012;*;гибрид первого поколения;столовый;-;средний (среднеспелый);-;садово-огородный;-;
Томат;8853129;ОРАНЖЕВАЯ ШАПОЧКА;2011;*;-;салатный;-;очень ранний;детерминантное;садово-огородный;округлая;
Сорго сахарное;6100147;ОРАНЖЕВОЕ 160;1962;6;-;-;-;поздний ( позднеспелый);-;-;-;
Тыква крупноплодная;8557962;ОРАНЖЕВОЕ ВАРЕНЬЕ;2015;*;-;столовый;-;ранний (раннеспелый);-;садово-огородный;-;
Томат;9252211;ОРАНЖЕВОЕ ЛЕТО;2008;*;-;засолочный;-;средний (среднеспелый);индетерминантное;садово-огородный;плоскоокруглая;4616
Перец сладкий;8953288;ОРАНЖЕВОЕ НАСЛАЖДЕНИЕ;2010;*;гибрид первого поколения;-;-;ранний (раннеспелый);-;сад.-огород. для з/грунта;цилиндрическая;
Пеларгония зональная;8954259;ОРАНЖЕВОЕ ПЛАМЯ;2011;*;-;-;-;-;-;-;-;
Капуста пекинская;8953902;ОРАНЖЕВОЕ СЕРДЦЕ;2011;*;гибрид первого поколения;-;-;средний (среднеспелый);-;садово-огородный;-;
Томат;9359007;ОРАНЖЕВОЕ СЕРДЦЕ;2007;*;-;салатный;-;средний (среднеспелый);индетерминантное;садово-огородный;сердцевидная;
Томат;8557587;ОРАНЖЕВОЕ СОЛНЦЕ;2015;*;-;салатный;-;средний (среднеспелый);индетерминантное;садово-огородный;кубовидная;
Малина;9154807;ОРАНЖЕВОЕ ЧУДО;2009;*;-;-;-;ремонтантный;-;садово-огородный;-;4840
Перец сладкий;8853498;ОРАНЖЕВОЕ ЧУДО;2012;*;гибрид первого поколения;-;-;ранний (раннеспелый);-;садово-огородный;кубовидная;
Тагетес;9154979;ОРАНЖЕВЫЕ ВОЛНЫ;2009;*;-;-;-;-;-;-;-;
Томат;9463314;ОРАНЖЕВЫЙ АВЮРИ;2006;*;-;салатный;-;средний (среднеспелый);детерминантное;садово-огородный;цилиндрическая;
Томат;9053106;ОРАНЖЕВЫЙ БОЙ;2010;*;гибрид первого поколения;салатный;-;ранний (раннеспелый);детерминантное;сад.-огород. для з/грунта;округлая;
Перец сладкий;8261293;ОРАНЖЕВЫЙ БОЧОНОК;2019;*;-;-;-;средний (среднеспелый);-;садово-огородный;кубовидная;
Перец сладкий;8261289;ОРАНЖЕВЫЙ БУКЕТ;2019;*;-;-;-;ранний (раннеспелый);-;садово-огородный;призмовидная;
Перец сладкий;8755657;ОРАНЖЕВЫЙ БЫК;2012;*;-;-;-;средний (среднеспелый);-;садово-огородный;кубовидная;
Томат;7755382;ОРАНЖЕВЫЙ БЫК;2024;;-;салатный;-;средний (среднеспелый);индетерминантное;сад.-огород. для з/грунта;округлая;
Томат;9804994;ОРАНЖЕВЫЙ ГИГАНТ;2001;*;-;салатный;-;средний (среднеспелый);индетерминантное;садово-огородный;плоскоокруглая;
Физалис;8262484;ОРАНЖЕВЫЙ ЖЕМЧУГ;2018;*;-;-;-;-;-;садово-огородный;-;9777
Томат;8057671;ОРАНЖЕВЫЙ ЗАКАТ;2021;*;-;салатный;-;средний (среднеспелый);индетерминантное;садово-огородный;округлая;11729
Томат;8261596;ОРАНЖЕВЫЙ ЗЕМЛЕДЕЛЕЦ;2019;*;гибрид первого поколения;салатный;-;ранний (раннеспелый);детерминантное;садово-огородный;округлая;
Морковь;9154851;ОРАНЖЕВЫЙ КАРАНДАШ;2011;4;-;-;-;средний (среднеспелый);-;товарное производство;удлиненно-конусовидная;
Тагетес;8954301;ОРАНЖЕВЫЙ КОВЕР;2011;*;-;-;-;-;-;-;-;
Арбуз;8262175;ОРАНЖЕВЫЙ КОРОЛЬ;2019;*;-;столовый;-;средний (среднеспелый);длинноплетистое;садово-огородный;-;10201
Перец сладкий;9359929;ОРАНЖЕВЫЙ КОРОЛЬ;2008;;-;-;-;средний (среднеспелый);-;сад.-огород. для з/грунта;призмовидная;
Эшшольция;9253696;ОРАНЖЕВЫЙ КОРОЛЬ;2008;*;-;-;-;-;-;-;-;
Перец сладкий;8153674;ОРАНЖЕВЫЙ КУБ;2020;*;-;-;-;ранний (раннеспелый);-;садово-огородный;кубовидная;10858
Томат;8154022;ОРАНЖЕВЫЙ КУБ;2020;*;гибрид первого поколения;салатный;-;ранний (раннеспелый);детерминантное;садово-огородный;кубовидная;
Перец сладкий;7853168;ОРАНЖЕВЫЙ ЛАМУЙОТ ЮРИЯ;2023;5;гибрид первого поколения;-;-;ранний (раннеспелый);-;садово-огородный;призмовидная;
Перец сладкий;8756112;ОРАНЖЕВЫЙ ЛЕВ;2013;*;гибрид первого поколения;-;-;ранний (раннеспелый);-;садово-огородный;кубовидная;7082
Перец сладкий;8756963;ОРАНЖЕВЫЙ ПРИНЦ;2013;*;-;-;-;среднеранний;-;садово-огородный;кубовидная;7326
Томат;8853150;ОРАНЖЕВЫЙ СЛОН;2011;*;-;салатный;-;среднеранний;детерминантное;сад.-огород. для з/грунта;округлая;
Томат;8557656;ОРАНЖЕВЫЙ СПАМ;2015;*;гибрид первого поколения;салатный;-;ранний (раннеспелый);индетерминантное;сад.-огород. для з/грунта;сердцевидная;
Томат;8261882;ОРАНЖЕВЫЙ ФОНТАН;2019;*;-;салатный;-;ранний (раннеспелый);индетерминантное;садово-огородный;цилиндрическая;
Томат;7853337;ОРАНЖЕВЫЙ ШАР;2023;;гибрид первого поколения;салатный;-;ранний (раннеспелый);детерминантное;защищенный грунт;округлая;
Перец сладкий;8653851;ОРАНЖЕВЫЙ ЮБИЛЕЙНЫЙ;2015;*;-;-;-;средний (среднеспелый);-;садово-огородный;сердцевидная;
Томат;7754389;ОРАНЖИТА;2023;;гибрид первого поколения;салатный;-;средний (среднеспелый);индетерминантное;светокультура;округлая;
Капуста брокколи;8456626;ОРАНТЕС;2017;*;гибрид первого поколения;-;-;среднепоздний;-;садово-огородный;-;
Перец сладкий;8261692;ОРБИТ;2019;*;гибрид первого поколения;-;-;средний (среднеспелый);-;сад.-огород. для з/грунта;призмовидная;
Капуста белокочанная;9906878;ОРБИТА;2002;6;гибрид первого поколения;-;-;поздний ( позднеспелый);-;товарное производство;-;
Репа;9553405;ОРБИТА;2006;*;-;-;-;-;-;садово-огородный;-;
Салат;8057741;ОРБИТАЛ;2021;*;-;-;-;-;листовой;садово-огородный;-;
Душица обыкновенная;8558638;ОРГАНЗА;2015;*;-;пищевое;-;-;-;садово-огородный;-;
Томат;9359003;ОРГАНЗА;2008;;гибрид первого поколения;-;-;-;индетерминантное;защищенный грунт;обратнояйцевидная;
Перец сладкий;7954996;ОРГИНАЛЕ;2022;*;гибрид первого поколения;-;-;ранний (раннеспелый);-;товарное производство;кубовидная;
Ячмень яровой;8058504;ОРДА;2022;4, 7, 9, 10;-;-;-;средний (среднеспелый);-;-;-;12670
Тритикале яровая;8057844;ОРДЕН;2022;3, 4, 5, 6, 7, 10;-;-;-;-;-;-;-;12405
Пшеница шарозерная озимая;8260617;ОРДЫНКА;2020;6;-;сильная пшеница;-;среднеранний;-;-;-;11228
Томат;8854267;ОРДЫНКА;2014;;гибрид первого поколения;салатный;-;ранний (раннеспелый);индетерминантное;защищенный грунт;плоскоокруглая;
Свекла сахарная;9610475;ОРЕГОН;2006;5, 6;гибрид первого поколения;-;-;-;-;-;-;
Горох овощной;9463664;ОРЕГОН ШУГА;2009;*;-;сахарный;-;средний (среднеспелый);-;садово-огородный;-;
Рапс яровой;9203575;ОРЕДЕЖ 1;1998;1;-;-;-;-;00 типа (безэруковый, низкоглюкозинолатный);-;-;
Рапс яровой;9203583;ОРЕДЕЖ 2;1994;1, 2, 3, 4, 7, 8, 11, 12;-;-;-;-;00 типа (безэруковый, низкоглюкозинолатный);-;-;
Рапс яровой;9609721;ОРЕДЕЖ 4;2005;1, 2, 11;-;-;-;-;00 типа (безэруковый, низкоглюкозинолатный);-;-;3170
Рапс яровой;9359666;ОРЕДЕЖ 5;2009;1, 2, 4, 10, 12;-;-;-;-;00 типа (безэруковый, низкоглюкозинолатный);-;-;4663
Рапс яровой;8356052;ОРЕДЕЖ 6;2019;2, 4, 10, 12;-;-;-;-;00 типа (безэруковый, низкоглюкозинолатный);-;-;10105
Картофель;9601538;ОРЕДЕЖСКИЙ;2002;9;-;столовый;-;среднеранний;"устойчив к раку, патотип I; восприимчив к золотистой картофельной нематоде (R01)";-;-;
Пшеница твердая яровая;8501882;ОРЕНБУРГСКАЯ 10;1989;9;-;-;-;средний (среднеспелый);-;-;-;
Пшеница мягкая озимая;9400451;ОРЕНБУРГСКАЯ 105;1998;7, 9;-;-;-;средний (среднеспелый);-;-;-;
Пшеница мягкая яровая;9000313;ОРЕНБУРГСКАЯ 13;1993;9;-;ценная(ый) по качеству;-;средний (среднеспелый);-;-;-;
Пшеница твердая яровая;9904972;ОРЕНБУРГСКАЯ 21;2003;9;-;-;-;средний (среднеспелый);-;-;-;
Пшеница мягкая яровая;8653477;ОРЕНБУРГСКАЯ 23;2017;9;-;ценная(ый) по качеству;-;средний (среднеспелый);-;-;-;8065
Пшеница мягкая яровая;8058252;ОРЕНБУРГСКАЯ 30;2022;9;-;ценная(ый) по качеству;-;среднепоздний;-;-;-;12448
Пшеница мягкая яровая;7953840;ОРЕНБУРГСКАЯ 32;2023;9;-;ценная(ый) по качеству;-;средний (среднеспелый);-;-;-;12868
Пшеница мягкая яровая;8262325;ОРЕНБУРГСКАЯ ЮБИЛЕЙНАЯ;2020;9;-;ценная(ый) по качеству;-;средний (среднеспелый);-;-;-;11018
Эспарцет;7508182;ОРЕНБУРГСКИЙ;1980;9, 10;-;-;-;-;-;-;-;
Ячмень яровой;8502102;ОРЕНБУРГСКИЙ 11;1989;9;-;ценная(ый) по качеству;-;средний (среднеспелый);-;-;-;
Ячмень яровой;8755466;ОРЕНБУРГСКИЙ СОВМЕСТНЫЙ;2015;9;-;-;-;средний (среднеспелый);-;-;-;7932
Яблоня;9358869;ОРЕНБУРГСКОЕ;2008;9;-;-;-;-;-;-;-;
Просо посевное;9800182;ОРЕНБУРГСКОЕ 20;2001;9;-;ценная(ый) по качеству;-;средний (среднеспелый);-;-;-;1179
Просо посевное;8355438;ОРЕНБУРГСКОЕ 27;2019;9;-;ценная(ый) по качеству;-;средний (среднеспелый);-;-;-;10469
Яблоня;8755952;ОРЕНБУРГСКОЕ ПОЗДНЕЕ;2017;9;-;-;-;-;-;-;-;
Подсолнечник декоративный;8854476;ОРЕОЛ;2013;*;-;-;-;-;-;-;-;
Соя;8854032;ОРЕССА;2014;5;-;-;-;от очень раннего до раннего;-;-;-;7285
Подсолнечник;9359370;ОРЕШЕК;2009;5, 6, 7, 8, 10;-;-;-;ранний (раннеспелый);крупноплодный;-;-;
Кукуруза;9052461;ОРЖИЦЯ 237 МВ;2012;5;простой гибрид;зерновой;-;среднеранний;-;-;-;
Огурец;8456532;ОРЗУ;2017;*;гибрид первого поколения;салатный;-;ранний (раннеспелый);партенокарпическое;сад.-огород. для з/грунта;-;
Томат;8356117;ОРИБУСТАР;2019;*;гибрид первого поколения;салатный;-;ранний (раннеспелый);индетерминантное;садово-огородный;обратнояйцевидная;
Арбуз;7954710;ОРИГАМИ;2022;*;гибрид первого поколения;столовый;-;среднеранний;среднеплетистое;садово-огородный;-;
Вейгела;8559147;ОРИГАМИ;2016;*;-;-;-;-;-;-;-;
Капуста белокочанная;8355625;ОРИГАМИ;2019;8;гибрид первого поколения;-;-;средний (среднеспелый);-;товарное производство;-;
Томат;8953145;ОРИГАМИ;2010;*;гибрид первого поколения;цельноплодное консервирование;-;ранний (раннеспелый);индетерминантное;сад.-огород. для з/грунта;яйцевидная;
Виноград;8806950;ОРИГИНАЛ;2009;6;-;столовый;-;средний (среднеспелый);-;-;-;
Свекла сахарная;9358566;ОРИГИНАЛ;2008;5, 6;гибрид первого поколения;-;-;-;сахаристый-среднепоздний;-;-;
Яблоня;7754047;ОРИГИНАЛ;2023;7;-;-;-;-;-;-;-;
Груша;7509731;ОРИГИНАЛЬНАЯ;1995;6;-;-;-;-;-;-;-;
Дыня;9301429;ОРИГИНАЛЬНАЯ;1996;6, 8, 9;-;-;-;средний (среднеспелый);среднеплетистое;товарное производство;-;
Капуста белокочанная;9052151;ОРИЕМА;2011;2, 4;гибрид первого поколения;-;-;средний (среднеспелый);-;товарное производство;-;
Горох овощной;8355818;ОРИЕНТ;2019;3;-;консервный;-;ранний (раннеспелый);-;товарное производство;-;
Тюльпан;7152477;ОРИЕНТАЛ БЬЮТИ;1980;*;-;-;-;-;-;-;-;
Подсолнечник;8457188;ОРИЕНТИР;2018;5;простой гибрид;-;-;средний (среднеспелый);-;-;-;
Базилик овощной;9705285;ОРИОН;2003;*;-;-;-;-;-;садово-огородный;-;
Капуста белокочанная;9501142;ОРИОН;1997;4, 6, 11;гибрид первого поколения;-;-;поздний ( позднеспелый);-;товарное производство;-;
Клевер луговой;9606718;ОРИОН;2000;2, 3, 4, 10;-;-;-;-;-;одноукосный;-;0944
Лен-долгунец;9610138;ОРИОН;2007;2, 4;-;-;-;средний (среднеспелый);-;-;-;
Овес яровой;9401598;ОРИОН;1996;9, 10, 11;-;ценная(ый) по качеству;-;средний (среднеспелый);-;-;-;
Орех грецкий;9609714;ОРИОН;2003;*;-;-;-;-;-;-;-;
Подсолнечник;9003460;ОРИОН;1993;6;гибрид первого поколения;-;-;средний (среднеспелый);высокомасличный;-;-;
Сорго зерновое;9503188;ОРИОН;1997;8, 9;гибрид первого поколения;-;-;средний (среднеспелый);-;-;-;
Традесканция;9553193;ОРИОН;2004;*;-;-;-;-;-;-;-;
Яблоня;9359343;ОРИОН;2009;5, 6;-;-;-;-;-;-;-;
Орех грецкий;8057134;ОРИОНИД;2023;*;-;-;-;-;-;-;-;11211
Рапс озимый;7653077;ОРК 10;2024;*;линия;-;-;-;00 типа (безэруковый, низкоглюкозинолатный);-;-;
Горох посевной;8058418;ОРКЕСТРА;2022;5, 10;-;-;-;среднепоздний;безлисточковый;-;-;12135
Картофель;9053019;ОРКЕСТРА;2013;2, 3;-;столовый;-;среднеранний;устойчив к раку, патотип I и к золотистой картофельной нематоде (R01);-;-;
Огурец;7755135;ОРКЕСТРА;2024;;гибрид первого поколения;салатный;-;среднеранний;партенокарпическое;защищенный грунт;-;
Томат;7652850;ОРКНЕЙ;2024;;гибрид первого поколения;салатный;-;ранний (раннеспелый);индетерминантное;защищенный грунт;округлая;
Картофель;8058635;ОРЛАН;2024;7;-;столовый;-;средний (среднеспелый);"устойчив к раку, патотип I; восприимчив к золотистой картофельной нематоде (R01)";-;-;12394
Подсолнечник;9253033;ОРЛАН;2011;6;-;-;-;ранний (раннеспелый);-;-;-;5876
Ячмень яровой;9154613;ОРЛАН;2012;7, 9;-;-;-;средний (среднеспелый);-;-;-;6271
Лук репчатый;8355089;ОРЛАНДА;2019;8;гибрид первого поколения;-;-;поздний ( позднеспелый);полуострый;товарное производство;округлая;
Огурец;9358644;ОРЛЕНОК;2007;*;гибрид первого поколения;консервный;-;ранний (раннеспелый);пчелоопыляемое;садово-огородный;-;
Перец сладкий;9801413;ОРЛЕНОК;2000;*;-;-;-;ранний (раннеспелый);-;садово-огородный;призмовидная;
Пион;7406037;ОРЛЕНОК;1980;*;-;-;-;-;-;-;-;
Земляника;9302026;ОРЛЕЦ;1999;2, 4, 9, 10, 12;-;-;-;средний (среднеспелый);-;-;-;
Бобы кормовые;8901430;ОРЛЕЦКИЕ;1993;*;-;-;-;-;-;-;-;
Соя;7853198;ОРЛЕЯ;2024;3, 5;-;-;-;ранний (раннеспелый);-;-;-;13696
Клевер луговой;9602755;ОРЛИК;2000;5, 7;-;-;-;-;-;двуукосный;-;
Огурец;9553353;ОРЛИК;2005;;гибрид первого поколения;-;-;-;партенокарпическое;сад.-огород. для з/грунта;-;
Томат;9252233;ОРЛИК;2009;*;-;цельноплодное консервирование;-;очень ранний;детерминантное;садово-огородный;округлая;5542
Тритикале озимая;9253885;ОРЛИК;2014;7;-;-;-;-;-;-;-;
Яблоня;7003234;ОРЛИК;1986;2, 3, 5, 8;-;-;-;-;-;-;-;
Абрикос;8802602;ОРЛИК СТАВРОПОЛЬЯ;2000;6;-;-;-;средний (среднеспелый);-;-;-;
Яблоня;9400966;ОРЛИНКА;2001;5;-;-;-;-;-;-;-;
Томат;9610171;ОРЛИНОЕ СЕРДЦЕ;2005;*;-;салатный;-;средний (среднеспелый);детерминантное;садово-огородный;сердцевидная;2904
Перец сладкий;9359017;ОРЛИНСКИЙ;2008;;-;-;-;ранний (раннеспелый);-;сад.-огород. для з/грунта;кубовидная;
Томат;9610172;ОРЛИНЫЙ КЛЮВ;2005;*;-;салатный;-;средний (среднеспелый);индетерминантное;садово-огородный;сердцевидная;2903
Вишня обыкновенная;9400982;ОРЛИЦА;2001;5;-;-;-;среднепоздний;-;-;-;
Подсолнечник;8853570;ОРЛОВ;2014;5;простой гибрид;-;-;средний (среднеспелый);-;-;-;
Яблоня;8906033;ОРЛОВИМ;1999;3;-;-;-;-;-;-;-;
Смородина черная;9004610;ОРЛОВИЯ;1996;2, 3, 4, 5, 6, 7, 9;-;-;-;средний (среднеспелый);-;-;-;
Капуста белокочанная;9359101;ОРЛОВСКАЯ;2009;3, 5;гибрид первого поколения;-;-;средний (среднеспелый);-;товарное производство;-;
Вика посевная яровая;7804709;ОРЛОВСКАЯ 1;1982;3;-;-;-;-;-;-;-;
Вика посевная яровая;8103410;ОРЛОВСКАЯ 4;1985;3, 4, 7;-;-;-;-;-;-;-;
Вика посевная яровая;8502978;ОРЛОВСКАЯ 84;1989;5, 6;-;-;-;-;-;-;-;
Рожь озимая;8201803;ОРЛОВСКАЯ 9;1985;5;-;-;-;средний (среднеспелый);-;-;-;
Вика посевная яровая;9201254;ОРЛОВСКАЯ 91;1995;4, 5, 9;-;-;-;-;-;-;-;
Яблоня;8457397;ОРЛОВСКАЯ ЕСЕНИЯ;2019;5;-;-;-;-;-;-;-;
Яблоня;8703051;ОРЛОВСКАЯ ЗАРЯ;2002;3;-;-;-;-;-;-;-;
Груша;9302417;ОРЛОВСКАЯ КРАСАВИЦА;2001;5;-;-;-;-;-;-;-;
Чечевица;8558746;ОРЛОВСКАЯ КРАСНОЗЕРНАЯ;2017;5;-;ценная(ый) по качеству;-;-;-;-;-;8999
Груша;9400931;ОРЛОВСКАЯ ЛЕТНЯЯ;2001;5;-;-;-;-;-;-;-;
Слива китайская;9610112;ОРЛОВСКАЯ МЕЧТА;2009;5;-;-;-;ранний (раннеспелый);-;-;-;2481
Черешня;9807098;ОРЛОВСКАЯ РОЗОВАЯ;2010;5;-;-;-;средний (среднеспелый);-;-;-;
Смородина черная;9204482;ОРЛОВСКАЯ СЕРЕНАДА;2000;3, 4, 5, 7;-;-;-;средний (среднеспелый);-;-;-;
Черешня;9463758;ОРЛОВСКАЯ ФЕЯ;2013;5;-;-;-;ранний (раннеспелый);-;-;-;
Люпин узколистный;8558743;ОРЛОВСКИЙ;2016;*;-;-;-;-;-;-;-;8569
Смородина черная;9359776;ОРЛОВСКИЙ ВАЛЬС;2008;3, 4, 10;-;-;-;поздний ( позднеспелый);-;-;-;
Клоновые подвои косточковых культур;9005315;ОРЛОВСКИЙ ВП 2;1999;*;-;подвои для вишни;-;-;-;-;-;
Клоновые подвои косточковых культур;9005323;ОРЛОВСКИЙ ВП 3;1999;*;-;подвои для вишни;-;-;-;-;-;
